timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-12 21:12:43.939754,MathExpert,o3-mini,1600,1648,3248,0.0
2025-12-12 21:13:01.601215,LiteratureReviewExpert,gpt-4.1-mini,23119,182,23301,0.0
2025-12-12 21:13:07.407615,LiteratureReviewExpert,gpt-4.1-mini,5757,1140,6897,0.0
2025-12-12 21:13:27.950736,DiscoveryScientist,gpt-4.1,26864,3343,30207,99.2364981174469
2025-12-12 21:14:12.746361,ModelerScientist,gpt-4.1,29814,2328,32142,0.0
2025-12-12 21:15:20.893842,NetworkScientist,gpt-4.1,17010,3716,20726,0.0
2025-12-12 21:15:55.080369,ParameterScientist,gpt-4.1,33132,3048,36180,0.0
2025-12-12 21:17:43.722827,Vision Expert,gpt-4.1-mini,3583,1164,4747,0.0
2025-12-12 21:17:46.596187,SimulationScientist,gpt-4.1,106058,8749,114807,0.0
2025-12-12 21:18:35.413102,Vision Expert,gpt-4.1-mini,3587,621,4208,0.0
2025-12-12 21:19:13.607471,DataExpert,gpt-4.1-mini,27185,3565,30750,0.0
2025-12-12 21:20:21.609022,DataScientist,gpt-4.1,26377,3968,30345,0.0
