timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-11 07:19:13.684952,MathExpert,o3-mini,1885,736,2621,0.0
2025-12-11 07:19:33.857257,LiteratureReviewExpert,gpt-4.1-mini,4191,758,4949,0.0
2025-12-11 07:19:51.163488,MathExpert,o3-mini,3493,695,4188,0.0
2025-12-11 07:20:26.810867,MathExpert,o3-mini,5077,554,5631,0.0
2025-12-11 07:21:11.859276,DiscoveryScientist,gpt-4.1,40283,3461,43744,177.78187704086304
2025-12-11 07:22:26.275201,ModelerScientist,gpt-4.1,41036,2771,43807,0.0
2025-12-11 07:22:28.044227,NetworkScientist,gpt-4.1,18075,3770,21845,0.0
2025-12-11 07:24:04.096275,ParameterScientist,gpt-4.1,58561,4014,62575,0.0
2025-12-11 07:28:44.492291,Vision Expert,gpt-4.1-mini,4473,567,5040,0.0
2025-12-11 07:28:56.260164,SimulationScientist,gpt-4.1,439759,18952,458711,0.0
2025-12-11 07:29:59.862496,Vision Expert,gpt-4.1-mini,4484,830,5314,0.0
2025-12-11 07:30:29.255158,DataExpert,gpt-4.1-mini,9975,2620,12595,0.0
2025-12-11 07:31:33.478388,DataScientist,gpt-4.1,34726,4617,39343,0.0
