timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-11 06:50:04.199022,MathExpert,o3-mini,2151,810,2961,0.0
2025-12-11 06:50:34.010879,LiteratureReviewExpert,gpt-4.1-mini,3533,812,4345,0.0
2025-12-11 06:50:34.742020,OnlineRetrieverExpert,gpt-4.1-mini,10594,1182,11776,0.0
2025-12-11 06:50:55.838458,MathExpert,o3-mini,3249,706,3955,0.0
2025-12-11 06:51:10.418083,MathExpert,o3-mini,3936,721,4657,0.0
2025-12-11 06:51:22.511906,MathExpert,o3-mini,4470,581,5051,0.0
2025-12-11 06:51:33.519287,MathExpert,o3-mini,4922,550,5472,0.0
2025-12-11 06:52:10.117667,DiscoveryScientist,gpt-4.1,69650,3621,73271,203.69670510292053
2025-12-11 06:53:03.229120,NetworkScientist,gpt-4.1,15109,2777,17886,0.0
2025-12-11 06:53:21.462084,ModelerScientist,gpt-4.1,35799,2654,38453,0.0
2025-12-11 06:54:07.946653,ParameterScientist,gpt-4.1,24318,1919,26237,0.0
2025-12-11 06:56:24.761514,Vision Expert,gpt-4.1-mini,5480,537,6017,0.0
2025-12-11 06:56:29.625534,SimulationScientist,gpt-4.1,104159,8290,112449,0.0
2025-12-11 06:57:33.255295,Vision Expert,gpt-4.1-mini,910,346,1256,0.0
2025-12-11 06:57:59.542745,DataExpert,gpt-4.1-mini,12866,2104,14970,0.0
2025-12-11 06:58:11.045290,Vision Expert,gpt-4.1-mini,1787,360,2147,0.0
2025-12-11 06:58:18.218044,DataExpert,gpt-4.1-mini,13077,820,28867,0.0
2025-12-11 06:58:29.599354,Vision Expert,gpt-4.1-mini,2674,397,3071,0.0
2025-12-11 06:58:35.004424,DataExpert,gpt-4.1-mini,17002,710,46579,0.0
2025-12-11 06:58:49.120447,Vision Expert,gpt-4.1-mini,3595,384,3979,0.0
2025-12-11 06:58:51.984966,DataExpert,gpt-4.1-mini,20559,687,67825,0.0
2025-12-11 06:59:01.648233,Vision Expert,gpt-4.1-mini,4478,260,4738,0.0
2025-12-11 06:59:07.525491,DataExpert,gpt-4.1-mini,24116,683,92624,0.0
2025-12-11 06:59:16.104558,Vision Expert,gpt-4.1-mini,5233,268,5501,0.0
2025-12-11 06:59:21.192009,DataExpert,gpt-4.1-mini,27578,665,120867,0.0
2025-12-11 06:59:37.418816,Vision Expert,gpt-4.1-mini,6000,205,6205,0.0
2025-12-11 06:59:44.805781,DataExpert,gpt-4.1-mini,31087,678,152632,0.0
2025-12-11 06:59:59.543886,Vision Expert,gpt-4.1-mini,6705,263,6968,0.0
2025-12-11 07:00:13.566291,DataExpert,gpt-4.1-mini,34560,679,187871,0.0
2025-12-11 07:00:23.089210,Vision Expert,gpt-4.1-mini,7465,235,7700,0.0
2025-12-11 07:00:30.931430,DataExpert,gpt-4.1-mini,38051,667,226589,0.0
2025-12-11 07:00:42.445169,Vision Expert,gpt-4.1-mini,8197,236,8433,0.0
2025-12-11 07:00:51.042832,DataExpert,gpt-4.1-mini,41565,661,268815,0.0
2025-12-11 07:00:58.615266,Vision Expert,gpt-4.1-mini,8924,182,9106,0.0
2025-12-11 07:01:11.625091,DataExpert,gpt-4.1-mini,45206,670,314691,0.0
2025-12-11 07:01:20.842928,Vision Expert,gpt-4.1-mini,9587,205,9792,0.0
2025-12-11 07:01:29.997130,DataExpert,gpt-4.1-mini,48854,654,364199,0.0
2025-12-11 07:02:50.694535,DataScientist,gpt-4.1,182100,7504,189604,0.0
