timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-11 08:11:31.732336,MathExpert,o3-mini,873,497,1370,0.0
2025-12-11 08:11:45.315583,LiteratureReviewExpert,gpt-4.1-mini,4336,192,4528,0.0
2025-12-11 08:11:49.000629,MathExpert,o3-mini,1527,594,2121,0.0
2025-12-11 08:12:15.471534,MathExpert,o3-mini,2569,726,3295,0.0
2025-12-11 08:12:32.468037,MathExpert,o3-mini,3361,449,3810,0.0
2025-12-11 08:13:02.038236,DiscoveryScientist,gpt-4.1,35884,3192,39076,132.18406343460083
2025-12-11 08:13:59.263527,NetworkScientist,gpt-4.1,14932,3046,17978,0.0
2025-12-11 08:14:03.052831,ModelerScientist,gpt-4.1,25581,1884,27465,0.0
2025-12-11 08:14:51.589911,ParameterScientist,gpt-4.1,23502,2644,26146,0.0
2025-12-11 08:16:36.547137,Vision Expert,gpt-4.1-mini,5349,585,5934,0.0
2025-12-11 08:16:42.081871,SimulationScientist,gpt-4.1,56978,5261,62239,0.0
2025-12-11 08:17:34.437072,Vision Expert,gpt-4.1-mini,2948,631,3579,0.0
2025-12-11 08:17:36.040187,Vision Expert,gpt-4.1-mini,2951,735,3686,0.0
2025-12-11 08:17:37.772638,DataExpert,gpt-4.1-mini,3619,709,4328,0.0
2025-12-11 08:18:10.136301,DataExpert,gpt-4.1-mini,17804,2828,24960,0.0
2025-12-11 08:18:27.024710,DataExpert,gpt-4.1-mini,16215,764,41939,0.0
2025-12-11 08:19:07.397482,DataScientist,gpt-4.1,38488,4306,42794,0.0
