timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-15 20:46:41.094567,MathExpert,o3-mini,1427,753,2180,0.0
2025-12-15 20:47:07.228610,LiteratureReviewExpert,gpt-4.1-mini,7355,1136,8491,0.0
2025-12-15 20:47:23.821637,OnlineRetrieverExpert,gpt-4.1-mini,4638,561,5199,0.0
2025-12-15 20:47:55.650557,MathExpert,o3-mini,3036,485,3521,0.0
2025-12-15 20:48:22.407088,DiscoveryScientist,gpt-4.1,42193,3097,45290,158.28635811805725
2025-12-15 20:49:08.668794,ModelerScientist,gpt-4.1,32455,2039,34494,0.0
2025-12-15 20:50:15.535744,NetworkScientist,gpt-4.1,14011,2630,16641,0.0
2025-12-15 20:51:18.177897,ParameterScientist,gpt-4.1,27193,2793,29986,0.0
2025-12-15 20:53:14.621608,Vision Expert,gpt-4.1-mini,5401,545,5946,0.0
2025-12-15 20:53:17.263140,SimulationScientist,gpt-4.1,64959,5464,70423,0.0
2025-12-15 20:54:23.148244,Vision Expert,gpt-4.1-mini,5437,636,6073,0.0
2025-12-15 20:54:46.271910,DataExpert,gpt-4.1-mini,15663,2532,18195,0.0
2025-12-15 20:55:55.957121,DataScientist,gpt-4.1,27070,3764,30834,0.0
