timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-12 19:15:47.026370,MathExpert,o3-mini,1590,684,2274,0.0
2025-12-12 19:16:19.817343,LiteratureReviewExpert,gpt-4.1-mini,5880,735,6615,0.0
2025-12-12 19:16:20.304744,OnlineRetrieverExpert,gpt-4.1-mini,7321,848,8169,0.0
2025-12-12 19:16:39.976788,MathExpert,o3-mini,2615,833,3448,0.0
2025-12-12 19:17:01.692183,DiscoveryScientist,gpt-4.1,32048,2277,34325,119.41309809684753
2025-12-12 19:18:00.046623,ModelerScientist,gpt-4.1,29653,2189,31842,0.0
2025-12-12 19:20:01.088727,NetworkScientist,gpt-4.1,34831,5086,39917,0.0
2025-12-12 19:20:53.312027,ParameterScientist,gpt-4.1,28242,3334,31576,0.0
2025-12-12 19:22:40.941191,Vision Expert,gpt-4.1-mini,4563,537,5100,0.0
2025-12-12 19:22:44.109431,SimulationScientist,gpt-4.1,98345,7903,106248,0.0
2025-12-12 19:23:39.244129,Vision Expert,gpt-4.1-mini,2133,369,2502,0.0
2025-12-12 19:23:40.424242,Vision Expert,gpt-4.1-mini,2931,404,3335,0.0
2025-12-12 19:23:46.990052,DataExpert,gpt-4.1-mini,4725,1052,5777,0.0
2025-12-12 19:23:57.308104,DataExpert,gpt-4.1-mini,7227,1262,14266,0.0
2025-12-12 19:25:19.642706,DataScientist,gpt-4.1,27510,3715,31225,0.0
