timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-14 20:45:51.554431,LiteratureReviewExpert,gpt-4.1-mini,21230,179,21409,0.0
2025-12-14 20:46:01.077470,LiteratureReviewExpert,gpt-4.1-mini,6105,1378,7483,0.0
2025-12-14 20:46:32.718419,LiteratureReviewExpert,gpt-4.1-mini,17434,166,17600,0.0
2025-12-14 20:46:42.740805,OnlineRetrieverExpert,gpt-4.1-mini,4916,1104,6020,0.0
2025-12-14 20:46:51.992616,OnlineRetrieverExpert,gpt-4.1-mini,7953,2007,9960,0.0
2025-12-14 20:47:24.816436,MathExpert,o3-mini,2794,843,3637,0.0
2025-12-14 20:47:53.720828,DiscoveryScientist,gpt-4.1,43997,3107,47104,157.60024118423462
2025-12-14 20:48:47.473078,ModelerScientist,gpt-4.1,28767,2247,31014,0.0
2025-12-14 20:49:17.119912,NetworkScientist,gpt-4.1,16984,3569,20553,0.0
2025-12-14 20:50:13.092957,ParameterScientist,gpt-4.1,33806,3534,37340,0.0
2025-12-14 20:58:46.084897,Vision Expert,gpt-4.1-mini,5440,735,6175,0.0
2025-12-14 20:58:50.012773,SimulationScientist,gpt-4.1,57649,5244,62893,0.0
2025-12-14 21:00:01.785797,Vision Expert,gpt-4.1-mini,2948,955,3903,0.0
2025-12-14 21:00:02.191904,Vision Expert,gpt-4.1-mini,2977,829,3806,0.0
2025-12-14 21:00:18.577648,DataExpert,gpt-4.1-mini,12017,1918,13935,0.0
2025-12-14 21:00:25.481012,DataExpert,gpt-4.1-mini,17023,2524,33482,0.0
2025-12-14 21:02:12.943609,DataScientist,gpt-4.1,33363,4986,38349,0.0
