timestamp,Agent-Name,LLM,input_tokens,output_tokens,total_tokens,time
2025-12-11 11:27:05.569158,LiteratureReviewExpert,gpt-4.1-mini,5961,1011,6972,0.0
2025-12-11 11:27:12.765826,MathExpert,o3-mini,1619,710,2329,0.0
2025-12-11 11:27:27.943494,MathExpert,o3-mini,2856,403,3259,0.0
2025-12-11 11:27:58.220262,MathExpert,o3-mini,9196,1767,10963,0.0
2025-12-11 11:28:13.938791,MathExpert,o3-mini,6144,426,6570,0.0
2025-12-11 11:28:58.124151,DiscoveryScientist,gpt-4.1,50261,3120,53381,176.36644196510315
2025-12-11 11:29:55.783252,NetworkScientist,gpt-4.1,15075,2781,17856,0.0
2025-12-11 11:29:56.861372,ModelerScientist,gpt-4.1,35543,2595,38138,0.0
2025-12-11 11:30:50.783361,ParameterScientist,gpt-4.1,24679,2581,27260,0.0
2025-12-11 11:44:56.673197,Vision Expert,gpt-4.1-mini,10023,1246,11269,0.0
2025-12-11 11:45:02.703449,SimulationScientist,gpt-4.1,85687,7490,93177,0.0
2025-12-11 11:48:43.036502,Vision Expert,gpt-4.1-mini,9999,1129,11128,0.0
2025-12-11 11:51:27.446096,DataExpert,gpt-4.1-mini,15501,2057,17558,0.0
2025-12-11 11:52:31.624677,DataScientist,gpt-4.1,33047,4375,37422,0.0
